session_id,segment_id,person_slot,assigned_tid,event_type,severity,start_time_s,end_time_s,detail
session_20260704_145249,leanback_4m,right_person,,ASSIGNMENT_MISSING,HIGH,610.812,680.163,no assigned TID
session_20260704_145249,leanback_4m,right_person,,TRACK_MISSING,HIGH,610.812,680.163,tracking_presence_rate=0.000
session_20260704_145249,leanback_4m,right_person,,POSE_ROW_MISSING,HIGH,610.812,680.163,pose_presence_rate=0.000
session_20260704_145249,leanback_4m,right_person,,RENDER_NOT_CONFIRMED,LOW,610.812,680.163,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_5m,left_person,6,TRACK_MISSING,HIGH,686.163,755.515,tracking_presence_rate=0.095
session_20260704_145249,leanback_5m,left_person,6,POSE_ROW_MISSING,HIGH,686.163,755.515,pose_presence_rate=0.095
session_20260704_145249,leanback_5m,left_person,6,TID_SWITCH_OR_COMPETING_TID,MEDIUM,686.163,755.515,"competing tids={1: 950, 6: 120}"
session_20260704_145249,leanback_5m,left_person,6,NO_POINTS,MEDIUM,686.163,755.515,NO_POINTS_rate=0.625
session_20260704_145249,leanback_5m,left_person,6,LOW_POINTS,LOW,686.163,755.515,LOW_POINTS_rate=0.908
session_20260704_145249,leanback_5m,left_person,6,RENDER_NOT_CONFIRMED,LOW,686.163,755.515,no per-row render visibility field available in mmWave pose logs
session_20260704_145249,leanback_5m,right_person,1,TID_SWITCH_OR_COMPETING_TID,MEDIUM,686.163,755.515,"competing tids={1: 950, 6: 120}"
session_20260704_145249,leanback_5m,right_person,1,NO_POINTS,MEDIUM,686.163,755.515,NO_POINTS_rate=0.954
session_20260704_145249,leanback_5m,right_person,1,LOW_POINTS,LOW,686.163,755.515,LOW_POINTS_rate=0.998
session_20260704_145249,leanback_5m,right_person,1,RENDER_NOT_CONFIRMED,LOW,686.163,755.515,no per-row render visibility field available in mmWave pose logs
session_20260704_150636,upright_1m,left_person,1,TID_SWITCH_OR_COMPETING_TID,MEDIUM,8.000,69.783,"competing tids={0: 1123, 1: 1123}"
session_20260704_150636,upright_1m,left_person,1,NO_POINTS,MEDIUM,8.000,69.783,NO_POINTS_rate=0.820
session_20260704_150636,upright_1m,left_person,1,LOW_POINTS,LOW,8.000,69.783,LOW_POINTS_rate=0.980
session_20260704_150636,upright_1m,left_person,1,RENDER_NOT_CONFIRMED,LOW,8.000,69.783,no per-row render visibility field available in mmWave pose logs
session_20260704_150636,upright_1m,right_person,0,TID_SWITCH_OR_COMPETING_TID,MEDIUM,8.000,69.783,"competing tids={0: 1123, 1: 1123}"
