window_id,session_id,segment_id,person_slot,assigned_tid,window_size_s,window_start_s,window_end_s,expected_pose,expected_subpose,expected_distance_m,expected_position,people_count,old_display_pred,raw_prob_pred,stand_prob_mean,sit_prob_mean,sit_minus_stand_mean,range_m_mean,range_error_m,geom_pts_mean,NO_POINTS_rate,LOW_POINTS_rate,OK_rate,ui_visible_rate,disappearance_rate,tracking_presence_rate,pose_presence_rate,pose_switch_count,tid_switch_count,visibility_reliability_label
sitting_relative_gate_refined_live_test::standing_1m::center::1s::58,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,54.506,55.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.440157949924469,0.5162608639190072,0.0761029139945381,0.9542937318309154,0.04570626816908463,5.315789473684211,0.0526315789473684,0.6842105263157895,0.2631578947368421,1.0,0.0,1.1176470588235294,1.1176470588235294,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::59,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,55.006,56.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2205487402776876,0.7422365330987506,0.5216877928210629,0.9655339597580416,0.03446604024195843,8.0,0.0,0.3888888888888889,0.5555555555555556,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::60,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,55.506,56.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.1488651148974895,0.8087354401747385,0.659870325277249,0.981191758495956,0.018808241504044032,5.944444444444445,0.0555555555555555,0.6111111111111112,0.3888888888888889,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::61,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,56.006,57.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2995022369755639,0.6519186066256629,0.352416369650099,0.9843061891640592,0.01569381083594079,2.7777777777777777,0.2222222222222222,0.8888888888888888,0.1111111111111111,1.0,0.0526315789473684,0.9473684210526316,0.9473684210526316,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::64,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,57.506,58.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4497093061606089,0.5010052472352982,0.0512959410746892,0.9683302532978656,0.031669746702134405,1.3333333333333333,0.3333333333333333,1.0,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::69,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,60.006,61.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4208230707380507,0.535073482327991,0.1142504115899403,0.9750289389163704,0.024971061083629564,4.944444444444445,0.0,0.8333333333333334,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::70,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,60.506,61.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3777746707201004,0.5796138279967837,0.2018391572766834,0.981844072901407,0.01815592709859304,5.0,0.0555555555555555,0.8333333333333334,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::71,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,61.006,62.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4329890530360372,0.5271164210219133,0.0941273679858759,0.9827913216819256,0.017208678318074377,2.473684210526316,0.1052631578947368,1.0,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::72,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,61.506,62.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4614664567144294,0.4941354190048418,0.0326689622904124,0.9743028483976918,0.025697151602308232,2.8947368421052637,0.0526315789473684,1.0,0.0,1.0,0.0,1.0555555555555556,1.0555555555555556,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::73,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,62.006,63.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3480655741360452,0.6104902277390162,0.2624246536029709,0.9694109410502608,0.03058905894973918,2.611111111111111,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::74,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,62.506,63.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.4160154056217935,0.5357726116975149,0.1197572060757213,0.9795925719996892,0.020407428000310812,2.388888888888889,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::75,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,63.006,64.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.435685866019305,0.5121625819626976,0.0764767159433925,0.9914865578458276,0.00851344215417238,3.0,0.0,1.0,0.0,1.0,0.0555555555555555,0.9444444444444444,0.9444444444444444,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::76,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,63.506,64.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3701768434709973,0.5843172834979163,0.214140440026919,0.9897911817624804,0.010208818237519623,2.611111111111111,0.1666666666666666,0.8888888888888888,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::77,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,64.006,65.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3658487357591328,0.5793140342361048,0.213465298476972,0.975086617909174,0.024913382090826053,7.842105263157895,0.1578947368421052,0.5789473684210527,0.2631578947368421,1.0,0.0,1.0555555555555556,1.0555555555555556,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::78,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,64.506,65.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2310709974004162,0.7081741806533601,0.4771031832529439,0.964160388608383,0.035839611391616955,15.944444444444445,0.0,0.3888888888888889,0.5555555555555556,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::79,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,65.006,66.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2375747896730899,0.7097255968385272,0.4721508071654373,0.971866025201668,0.028133974798332018,10.38888888888889,0.0555555555555555,0.6666666666666666,0.2777777777777778,1.0,0.0,1.0,1.0,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::80,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,65.506,66.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3894708553949992,0.5385426398780611,0.1490717844830619,0.967887207955536,0.032112792044464045,9.11111111111111,0.0555555555555555,0.4444444444444444,0.2777777777777778,1.0,0.0526315789473684,0.9473684210526316,0.9473684210526316,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::81,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,66.006,67.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2978383043878956,0.607092305233604,0.3092540008457083,0.9623965837787142,0.037603416221285824,9.894736842105264,0.0,0.3157894736842105,0.4736842105263157,1.0,0.0,1.0555555555555556,1.0555555555555556,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::82,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,66.506,67.506,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.2456546707285775,0.6816530078649521,0.4359983371363746,0.9744129190044788,0.025587080995521205,4.111111111111111,0.0555555555555555,0.6666666666666666,0.2222222222222222,1.0,0.0,1.0588235294117647,1.0588235294117647,0,0,DEGRADED
sitting_relative_gate_refined_live_test::standing_1m::center::1s::83,sitting_relative_gate_refined_live_test,standing_1m,center,1,1.0,67.006,68.006,STANDING,STANDING,1.0,CENTER,1,STANDING,SITTING,0.3809900358319282,0.5722467088037066,0.1912566729717784,0.9919444181085382,0.008055581891461827,4.388888888888889,0.0555555555555555,0.8333333333333334,0.0,1.0,0.0,1.0,1.0,0,0,DEGRADED
